title,movieId,userId
National Lampoon's Vacation (1983),2795,131
"Haunting, The (1999)",2719,131
Executive Decision (1996),494,131
Fools Rush In (1997),1457,131
Flightplan (2005),37727,132
Kung Fu Hustle (Gong fu) (2004),31878,132
Mr. & Mrs. Smith (2005),33679,132
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",8228,132
"Day After Tomorrow, The (2004)",8361,132
Starsky & Hutch (2004),7325,132
Troy (2004),7458,132
Kindergarten Cop (1990),7004,132
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",6773,132
Big Fish (2003),7147,132
Once Upon a Time in Mexico (2003),6709,132
Shoot 'Em Up (2007),54999,133
Harry Potter and the Goblet of Fire (2005),40815,133
War of the Worlds (2005),34048,133
"Downfall (Untergang, Der) (2004)",31410,133
Hellboy (2004),7373,133
Down Periscope (1996),135,133
Money Train (1995),20,133
Coming to America (1988),4489,133
Galaxy Quest (1999),3175,133
"Pelican Brief, The (1993)",2803,133
Spartacus (1960),2728,133
"Das Experiment (Experiment, The) (2001)",5608,134
Zoolander (2001),4816,134
Her (2013),106920,134
Limitless (2011),84152,134
Diabolique (1996),640,134
Harry Potter and the Order of the Phoenix (2007),54001,134
Silent Hill (2006),45081,134
Girl with a Pearl Earring (2003),7151,134
"Adventures of Tintin, The (2011)",90746,134
Dr. Horrible's Sing-Along Blog (2008),66934,134
P.S. I Love You (2007),56941,134
Seven Pounds (2008),64716,135
"Dukes of Hazzard, The (2005)",34520,135
Fatal Attraction (1987),3101,135
Bewitched (2005),33836,135
Braveheart (1995),110,135
Four Rooms (1995),18,135
Remember the Titans (2000),3916,135
"Legend of Drunken Master, The (Jui kuen II) (1994)",3972,135
"Definitely, Maybe (2008)",58047,135
"Legend of Bagger Vance, The (2000)",3978,135
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4973,135
Casino (1995),16,136
Pacific Rim (2013),103228,136
"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",6383,136
Clash of the Titans (2010),76175,136
In Bruges (2008),57669,136
Harold & Kumar Escape from Guantanamo Bay (2008),59022,136
"Holiday, The (2006)",49286,136
Broken Flowers (2005),34437,136
Mission: Impossible - Ghost Protocol (2011),91630,136
"Day After Tomorrow, The (2004)",8361,136
Phone Booth (2002),6281,136
X-Men: First Class (2011),87232,137
Slumdog Millionaire (2008),63082,137
Hostel (2005),42723,137
Ocean's Twelve (2004),8984,137
Chicago (2002),5991,137
Inception (2010),79132,137
Westworld (1973),2527,137
Flightplan (2005),37727,137
Evan Almighty (2007),53993,137
Resident Evil: Apocalypse (2004),8861,137
"O Brother, Where Art Thou? (2000)",4027,137
(500) Days of Summer (2009),69757,138
Sicko (2007),53894,138
Oblivion (2013),101864,138
Resident Evil: Apocalypse (2004),8861,138
"Station Agent, The (2003)",6867,138
Idiocracy (2006),47997,138
"Ladykillers, The (2004)",7367,138
Solaris (Solyaris) (1972),3503,138
"Replacement Killers, The (1998)",1769,138
City Slickers (1991),4321,138
White Squall (1996),86,138
Harry Potter and the Half-Blood Prince (2009),69844,139
Ong-Bak: The Thai Warrior (Ong Bak) (2003),27801,139
9 (2009),71057,139
Bad Boys II (2003),6548,139
Once Upon a Time in Mexico (2003),6709,139
Pearl Harbor (2001),4310,139
George of the Jungle (1997),1588,139
Breakdown (1997),1518,139
He's Just Not That Into You (2009),66203,139
"Crow: City of Angels, The (1996)",839,139
Jack (1996),765,139
Dodgeball: A True Underdog Story (2004),8528,140
Secretary (2002),5617,140
Rat Race (2001),4728,140
Star Wars: Episode II - Attack of the Clones (2002),5378,140
Black Sheep (1996),88,140
Casino (1995),16,140
"Spy Who Loved Me, The (1977)",3635,140
Evolution (2001),4343,140
"Mariachi, El (1992)",3267,140
Better Off Dead... (1985),1257,140
"Money Pit, The (1986)",2375,140
"Green Hornet, The (2011)",83349,141
Up (2009),68954,141
Something's Gotta Give (2003),7149,141
Batman Begins (2005),33794,141
Ocean's Eleven (2001),4963,141
About a Boy (2002),5377,141
Toy Story 3 (2010),78499,141
Brokeback Mountain (2005),39183,141
Starship Troopers (1997),1676,141
Pride & Prejudice (2005),40629,141
Harry Potter and the Chamber of Secrets (2002),5816,141
The Artist (2011),89904,142
National Treasure: Book of Secrets (2007),56775,142
Babel (2006),46723,142
"Aviator, The (2004)",30812,142
Master and Commander: The Far Side of the World (2003),6947,142
Jay and Silent Bob Strike Back (2001),4734,142
"Transporter, The (2002)",5574,142
Planet Terror (2007),54995,142
Pride & Prejudice (2005),40629,142
Bean (1997),1665,142
In Good Company (2004),30822,142
Toy Story 3 (2010),78499,143
Transformers: Revenge of the Fallen (2009),69526,143
Pineapple Express (2008),61024,143
30 Days of Night (2007),55282,143
Planet Terror (2007),54995,143
Accepted (2006),47518,143
Rocky Balboa (2006),49651,143
Clerks II (2006),45728,143
Charlie and the Chocolate Factory (2005),30793,143
"Chorus, The (Choristes, Les) (2004)",27815,143
Bad Santa (2003),6957,143
Toy Story 3 (2010),78499,144
King Arthur (2004),8640,144
48 Hrs. (1982),5049,144
Bedtime Stories (2008),65088,144
WALL·E (2008),60069,144
Tropic Thunder (2008),61132,144
Waiting... (2005),37384,144
Children of Men (2006),48774,144
Meet the Robinsons (2007),52287,144
Blades of Glory (2007),52245,144
Zodiac (2007),51540,144
Jackass: The Movie (2002),5785,145
"Blind Side, The  (2009)",72641,145
Daredevil (2003),6157,145
Shallow Hal (2001),4890,145
Godzilla (2014),111364,145
"Hangover Part II, The (2011)",86911,145
Dead Man (1995),714,145
Eastern Promises (2007),55118,145
Marie Antoinette (2006),45880,145
"Passion of the Christ, The (2004)",7318,145
Save the Last Dance (2001),4054,145
Croupier (1998),3783,146
Godzilla (1998),1882,146
Welcome to the Dollhouse (1995),562,146
Drive (2011),88129,146
Limitless (2011),84152,146
Black Swan (2010),81591,146
Gran Torino (2008),64614,146
Bolt (2008),63859,146
Hancock (2008),60074,146
"Wrestler, The (2008)",64839,146
"King of Kong, The (2007)",54881,146
50/50 (2011),89864,147
Friends with Benefits (2011),88405,147
Pirates of the Caribbean: On Stranger Tides (2011),86880,147
No Strings Attached (2011),84374,147
9 (2009),71057,147
Body of Lies (2008),62374,147
"I Love You, Man (2009)",67087,147
Marley & Me (2008),65230,147
He's Just Not That Into You (2009),66203,147
30 Days of Night (2007),55282,147
"Fall, The (2006)",59387,147
9 (2009),71057,148
Inception (2010),79132,148
Cloud Atlas (2012),97752,148
Million Dollar Baby (2004),30707,148
"Other Guys, The (2010)",79592,148
House on Haunted Hill (1999),2995,148
Lucy (2014),111360,148
American Sniper (2014),114662,148
Lost in Translation (2003),6711,148
District 9 (2009),70286,148
Sky Captain and the World of Tomorrow (2004),8865,148
Gravity (2013),104841,149
Frozen (2013),106696,149
"Grand Budapest Hotel, The (2014)",109374,149
The Hunger Games: Catching Fire (2013),106487,149
Dallas Buyers Club (2013),106100,149
Ender's Game (2013),106002,149
Captain Phillips (2013),105504,149
Rush (2013),104913,149
Thor: The Dark World (2013),106072,149
Argo (2012),97304,149
This Is the End (2013),102123,149
Intouchables (2011),92259,150
"Dark Knight, The (2008)",58559,150
"Man Who Wasn't There, The (2001)",4881,150
"Fountain, The (2006)",48043,150
Sin City (2005),32587,150
Big Fish (2003),7147,150
Captain America: Civil War (2016),122920,150
Dead Man (1995),714,150
Casino (1995),16,150
Bottle Rocket (1996),101,150
Flubber (1997),1702,150
Gone Girl (2014),112556,151
"Hobbit: An Unexpected Journey, The (2012)",98809,151
Hotel Transylvania (2012),97225,151
No Strings Attached (2011),84374,151
"Book of Eli, The (2010)",73321,151
Hot Tub Time Machine (2010),76077,151
Harold & Kumar Escape from Guantanamo Bay (2008),59022,151
Superbad (2007),54503,151
"Darjeeling Limited, The (2007)",55269,151
Evan Almighty (2007),53993,151
"Bucket List, The (2007)",56587,151
Atonement (2007),55052,152
King Kong (2005),41569,152
Kung Fu Hustle (Gong fu) (2004),31878,152
Serenity (2005),34405,152
Mean Girls (2004),7451,152
Star Trek Into Darkness (2013),102445,152
Ghost World (2001),4641,152
Pacific Heights (1990),3219,152
Money Train (1995),20,152
Up Close and Personal (1996),140,152
Monty Python's And Now for Something Completely Different (1971),2788,152
Pineapple Express (2008),61024,153
Evan Almighty (2007),53993,153
1408 (2007),53953,153
Shooter (2007),51935,153
"Devil Wears Prada, The (2006)",45720,153
Saw III (2006),48877,153
Role Models (2008),63131,153
RocknRolla (2008),62849,153
Hot Tub Time Machine (2010),76077,153
"Da Vinci Code, The (2006)",45447,153
Family Guy Presents Stewie Griffin: The Untold Story (2005),36708,153
12 Years a Slave (2013),105844,154
Pitch Perfect (2012),96588,154
Man of Steel (2013),103042,154
Wreck-It Ralph (2012),97913,154
Hotel Transylvania (2012),97225,154
Warrior (2011),89774,154
"Bourne Legacy, The (2012)",91535,154
Machete (2010),80219,154
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",67255,154
Angels & Demons (2009),68554,154
Pirates of the Caribbean: Dead Man's Chest (2006),45722,154
Guardians of the Galaxy (2014),112852,155
The Lego Movie (2014),108932,155
"Animatrix, The (2003)",27660,155
Planet Terror (2007),54995,155
"Transporter, The (2002)",5574,155
Bulletproof Monk (2003),6294,155
EDtv (1999),2567,155
"Man with the Golden Gun, The (1974)",3639,155
Donnie Brasco (1997),1466,155
Proof of Life (2000),3998,155
"Secret Life of Walter Mitty, The (2013)",106918,155
Hot Fuzz (2007),51255,156
"Prestige, The (2006)",48780,156
Thank You for Smoking (2006),44195,156
Family Guy Presents Stewie Griffin: The Untold Story (2005),36708,156
"40-Year-Old Virgin, The (2005)",35836,156
Wallace & Gromit in The Curse of the Were-Rabbit (2005),38038,156
Mean Girls (2004),7451,156
Before Sunset (2004),8638,156
Dogville (2003),7371,156
Lost in Translation (2003),6711,156
Reign of Fire (2002),5463,156
Elysium (2013),103253,157
Death Proof (2007),53519,157
Brick (2005),44761,157
About Time (2013),104374,157
"Secret Life of Walter Mitty, The (2013)",106918,157
John Carter (2012),93363,157
X-Men: First Class (2011),87232,157
Bridesmaids (2011),86833,157
"Crazy, Stupid, Love. (2011)",88163,157
Inglourious Basterds (2009),68157,157
Slumdog Millionaire (2008),63082,157
10 Things I Hate About You (1999),2572,158
The Hateful Eight (2015),128360,158
"Serious Man, A (2009)",71464,158
Hard Candy (2005),44974,158
Spellbound (2002),6331,158
From Dusk Till Dawn (1996),70,158
Sin City (2005),32587,158
"Lost Boys, The (1987)",4128,158
Dogville (2003),7371,158
"Princess and the Frog, The (2009)",72737,158
Beavis and Butt-Head Do America (1996),1405,158
Shutter Island (2010),74458,159
"Proposal, The (2009)",69406,159
Harry Potter and the Half-Blood Prince (2009),69844,159
In Bruges (2008),57669,159
Cloverfield (2008),57368,159
Michael Clayton (2007),55276,159
Death Proof (2007),53519,159
Letters from Iwo Jima (2006),50068,159
Harry Potter and the Order of the Phoenix (2007),54001,159
Scary Movie 4 (2006),44972,159
Happy Feet (2006),49274,159
Over the Hedge (2006),45431,160
Team America: World Police (2004),8917,160
Gangs of New York (2002),5956,160
48 Hrs. (1982),5049,160
What About Bob? (1991),3809,160
"Village, The (2004)",8783,160
Hannah and Her Sisters (1986),6993,160
Death Becomes Her (1992),3258,160
Nacho Libre (2006),45666,160
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",6773,160
Dumb & Dumber (Dumb and Dumber) (1994),231,160
Fracture (2007),52604,161
Primary Colors (1998),1810,161
Shadow of the Vampire (2000),4036,161
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),112183,161
Girl with a Pearl Earring (2003),7151,161
Dawn of the Planet of the Apes (2014),112623,161
Serenity (2005),34405,161
Corpse Bride (2005),37729,161
House of Flying Daggers (Shi mian mai fu) (2004),8983,161
Maid in Manhattan (2002),5943,161
Spy Game (2001),4901,161
Badlands (1973),3741,162
Big Trouble in Little China (1986),3740,162
"Cell, The (2000)",3863,162
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),3812,162
Titan A.E. (2000),3745,162
Nurse Betty (2000),3893,162
Harry and the Hendersons (1987),3388,162
Mad Max (1979),3702,162
F/X (1986),3763,162
Gone in 60 Seconds (2000),3717,162
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3869,162
To Die For (1995),45,163
Shallow Grave (1994),319,163
Warrior (2011),89774,163
Bridesmaids (2011),86833,163
Limitless (2011),84152,163
American Hustle (2013),106916,163
Kick-Ass 2 (2013),104241,163
Bedtime Stories (2008),65088,163
Coraline (2009),66097,163
Dr. Horrible's Sing-Along Blog (2008),66934,163
Burn After Reading (2008),61323,163
Interstellar (2014),109487,164
Pineapple Express (2008),61024,164
Battlestar Galactica (2003),27611,164
Dawn of the Dead (2004),7360,164
Die Another Day (2002),5872,164
"Beautiful Mind, A (2001)",4995,164
"Mummy Returns, The (2001)",4270,164
Grosse Pointe Blank (1997),1500,164
Absolute Power (1997),1459,164
Chain Reaction (1996),836,164
Anchorman 2: The Legend Continues (2013),107348,164
Spider-Man (2002),5349,165
Money Train (1995),20,165
"Brothers McMullen, The (1995)",144,165
Hairspray (2007),52975,165
Mulholland Drive (2001),4848,165
"Dukes of Hazzard, The (2005)",34520,165
House of Flying Daggers (Shi mian mai fu) (2004),8983,165
"Life Aquatic with Steve Zissou, The (2004)",30810,165
Girl with a Pearl Earring (2003),7151,165
World War Z (2013),103249,165
Pirates of the Caribbean: On Stranger Tides (2011),86880,165
America's Sweethearts (2001),4639,166
Casino (1995),16,166
Rumble in the Bronx (Hont faan kui) (1995),112,166
Hitch (2005),31685,166
"Serious Man, A (2009)",71464,166
Hidalgo (2004),7324,166
Master and Commander: The Far Side of the World (2003),6947,166
Planet Terror (2007),54995,166
Cast Away (2000),4022,166
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3988,166
21 (2008),58803,166
No Strings Attached (2011),84374,167
Sideways (2004),8949,167
"Rundown, The (2003)",6764,167
"Expendables, The (2010)",79695,167
Orange County (2002),5025,167
Ghost World (2001),4641,167
Jacob's Ladder (1990),3476,167
Aeon Flux (2005),37386,167
Police Academy (1984),2378,167
"Proposal, The (2009)",69406,167
Toy Story 3 (2010),78499,167
Resident Evil (2002),5219,168
Conspiracy Theory (1997),1597,168
Caddyshack (1980),3552,168
Witness (1985),1674,168
Money Train (1995),20,168
"Brothers McMullen, The (1995)",144,168
"Amazing Spider-Man, The (2012)",95510,168
Captain America: The First Avenger (2011),88140,168
Let the Right One In (Låt den rätte komma in) (2008),61240,168
Batman Begins (2005),33794,168
Fantastic Four (2005),34150,168
Next (2007),51412,169
Crank (2006),47200,169
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",48394,169
"Phantom of the Opera, The (2004)",30816,169
Fantastic Four (2005),34150,169
War of the Worlds (2005),34048,169
Mr. & Mrs. Smith (2005),33679,169
House of Flying Daggers (Shi mian mai fu) (2004),8983,169
"Incredibles, The (2004)",8961,169
Spider-Man 2 (2004),8636,169
Harry Potter and the Prisoner of Azkaban (2004),8368,169
Horrible Bosses (2011),87869,170
Michael Clayton (2007),55276,170
X-Men: The Last Stand (2006),45499,170
Battlestar Galactica (2003),27611,170
Monty Python's The Meaning of Life (1983),6807,170
Major League (1989),4623,170
Four Rooms (1995),18,170
Boomerang (1992),122,170
"Edge, The (1997)",1615,170
Dances with Wolves (1990),590,170
"Omen, The (1976)",1350,170
Moneyball (2011),89492,171
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",46335,171
"Hitchhiker's Guide to the Galaxy, The (2005)",33004,171
Braveheart (1995),110,171
Ace Ventura: When Nature Calls (1995),19,171
Matchstick Men (2003),6708,171
Hercules (1997),1566,171
"Last King of Scotland, The (2006)",48738,171
"Dictator, The (2012)",94677,171
"Adventures of Tintin, The (2011)",90746,171
Red (2010),81229,171
The Interview (2014),119141,172
Terminator Salvation (2009),68791,172
Knocked Up (2007),52973,172
Conquest of the Planet of the Apes (1972),2532,172
In Good Company (2004),30822,172
Transformers: Revenge of the Fallen (2009),69526,172
Frida (2002),5791,172
28 Days Later (2002),6502,172
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",6773,172
Star Trek Into Darkness (2013),102445,172
Happy Feet (2006),49274,172
Man of Steel (2013),103042,173
Contagion (2011),89470,173
Sucker Punch (2011),85510,173
Tron: Legacy (2010),82461,173
"Mighty Wind, A (2003)",6296,173
Bedtime Stories (2008),65088,173
Pineapple Express (2008),61024,173
"Curious Case of Benjamin Button, The (2008)",64957,173
Ponyo (Gake no ue no Ponyo) (2008),65261,173
Harold & Kumar Escape from Guantanamo Bay (2008),59022,173
"Definitely, Maybe (2008)",58047,173
Red Dragon (2002),5630,174
Four Rooms (1995),18,174
Taxi Driver (1976),111,174
Remember the Titans (2000),3916,174
The Amazing Spider-Man 2 (2014),110553,174
Django Unchained (2012),99114,174
Highlander (1986),1275,174
How to Train Your Dragon (2010),76093,174
Body of Lies (2008),62374,174
Dr. Dolittle 2 (2001),4368,174
Milk (2008),63876,174
This Means War (2012),93326,175
X-Men: First Class (2011),87232,175
Rise of the Planet of the Apes (2011),88744,175
Godzilla (2014),111364,175
American Hustle (2013),106916,175
Transformers: Revenge of the Fallen (2009),69526,175
"Proposal, The (2009)",69406,175
Terminator Salvation (2009),68791,175
"Curious Case of Benjamin Button, The (2008)",64957,175
Step Brothers (2008),60756,175
WALL·E (2008),60069,175
Training Day (2001),4776,176
Finding Forrester (2000),4019,176
"Imaginarium of Doctor Parnassus, The (2009)",69951,176
Sgt. Bilko (1996),637,176
Cape Fear (1991),1343,176
25th Hour (2002),5954,176
Igby Goes Down (2002),5577,176
"Secret Life of Walter Mitty, The (2013)",106918,176
Despicable Me 2 (2013),103335,176
"Green Hornet, The (2011)",83349,176
(500) Days of Summer (2009),69757,176
Training Day (2001),4776,177
Shallow Hal (2001),4890,177
Bedazzled (2000),3968,177
Swordfish (2001),4344,177
"Magnificent Seven, The (1960)",4327,177
Tootsie (1982),4361,177
Cats & Dogs (2001),4386,177
"O Brother, Where Art Thou? (2000)",4027,177
Pollock (2000),4017,177
Gladiator (2000),3578,177
Frequency (2000),3510,177
"Fighter, The (2010)",81932,178
Fantastic Four: Rise of the Silver Surfer (2007),53464,178
Dirty Rotten Scoundrels (1988),4499,178
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",41566,178
Four Rooms (1995),18,178
Boomerang (1992),122,178
I Heart Huckabees (2004),8910,178
Rise of the Guardians (2012),98243,178
American Splendor (2003),6620,178
Sherlock Holmes (2009),73017,178
"Substitute, The (1996)",694,178
Twilight (2008),63992,179
Neighbors (2014),111113,179
Black Sheep (1996),88,179
Nixon (1995),14,179
Zack and Miri Make a Porno (2008),62434,179
One Hour Photo (2002),5528,179
Hellraiser (1987),3917,179
Cool Hand Luke (1967),1276,179
Sweet Home Alabama (2002),5620,179
Pirates of the Caribbean: The Curse of the Black Pearl (2003),6539,179
"Good bye, Lenin! (2003)",7323,179
Boyhood (2014),112290,180
I Am Legend (2007),56174,180
X-Men: Days of Future Past (2014),111362,180
"Conversation, The (1974)",3730,180
Midnight in Paris (2011),86882,180
"Saint, The (1997)",1479,180
Atonement (2007),55052,180
"Holiday, The (2006)",49286,180
Clerks II (2006),45728,180
Star Trek Beyond (2016),135569,180
EuroTrip (2004),7317,180
Nixon (1995),14,181
Don Juan DeMarco (1995),224,181
"Break-Up, The (2006)",45501,181
"Muppets Take Manhattan, The (1984)",3398,181
Absolute Power (1997),1459,181
"One, The (2001)",4887,181
Iron Man 3 (2013),102125,181
National Treasure: Book of Secrets (2007),56775,181
"Lion King, The (1994)",364,181
Sherlock Holmes (2009),73017,181
"Prestige, The (2006)",48780,181
"Usual Suspects, The (1995)",50,182
Dracula: Dead and Loving It (1995),12,182
Ocean's Eleven (2001),4963,182
"Boondock Saints, The (2000)",3275,182
Blow (2001),4239,182
What Women Want (2000),4018,182
Red Dawn (1984),3441,182
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),3089,182
"Beach, The (2000)",3285,182
"Iron Giant, The (1999)",2761,182
Falling Down (1993),3020,182
Kick-Ass 2 (2013),104241,183
"Social Network, The (2010)",80463,183
How the Grinch Stole Christmas! (1966),52435,183
Memoirs of a Geisha (2005),41571,183
Elf (2003),6936,183
Look Who's Talking (1989),4621,183
Striptease (1996),762,183
Captain Phillips (2013),105504,183
Happiness (1998),2318,183
Iron Man (2008),59315,183
"Bourne Identity, The (2002)",5418,183
The Lego Movie (2014),108932,184
Star Trek Into Darkness (2013),102445,184
Ender's Game (2013),106002,184
Pirates of the Caribbean: On Stranger Tides (2011),86880,184
Blades of Glory (2007),52245,184
Howl's Moving Castle (Hauru no ugoku shiro) (2004),31658,184
Kingdom of Heaven (2005),33162,184
Madagascar (2005),33615,184
Enchanted (2007),56152,184
Ghost World (2001),4641,184
"I, Robot (2004)",8644,184
Big Fish (2003),7147,185
Boyhood (2014),112290,185
Spider-Man 3 (2007),52722,185
"Arrival, The (1996)",748,185
How to Make an American Quilt (1995),46,185
Shadow of the Vampire (2000),4036,185
Grosse Pointe Blank (1997),1500,185
The Devil's Advocate (1997),1645,185
Wreck-It Ralph (2012),97913,185
"Lawnmower Man, The (1992)",1037,185
Brokeback Mountain (2005),39183,185
"Ugly Truth, The (2009)",70183,186
Stardust (2007),54259,186
Spanglish (2004),27808,186
"Good bye, Lenin! (2003)",7323,186
40 Days and 40 Nights (2002),5151,186
Up in the Air (2009),72011,186
"Wedding Date, The (2005)",31433,186
"Serious Man, A (2009)",71464,186
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),3089,186
Match Point (2005),41285,186
Anger Management (2003),6287,186
Angels & Demons (2009),68554,187
Ocean's Thirteen (2007),53322,187
Closer (2004),8981,187
Along Came Polly (2004),7173,187
Ace Ventura: When Nature Calls (1995),19,187
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),5459,187
Dirty Rotten Scoundrels (1988),4499,187
Blades of Glory (2007),52245,187
I Am Legend (2007),56174,187
V for Vendetta (2006),44191,187
Ong-Bak: The Thai Warrior (Ong Bak) (2003),27801,187
Kung Fu Panda 2 (2011),87222,188
Tangled (2010),81847,188
"Town, The (2010)",80489,188
Sex and the City (2008),59725,188
Zack and Miri Make a Porno (2008),62434,188
Slumdog Millionaire (2008),63082,188
Role Models (2008),63131,188
Harry Potter and the Order of the Phoenix (2007),54001,188
I Am Legend (2007),56174,188
P.S. I Love You (2007),56941,188
28 Weeks Later (2007),53000,188
About Schmidt (2002),5945,189
There Will Be Blood (2007),56782,189
Mission: Impossible III (2006),45186,189
Brokeback Mountain (2005),39183,189
Serenity (2005),34405,189
"Notebook, The (2004)",8533,189
Waking Life (2001),4873,189
"Science of Sleep, The (La science des rêves) (2006)",48082,189
Buffy the Vampire Slayer (1992),3264,189
Stir of Echoes (1999),2841,189
Con Air (1997),1552,189
Dredd (2012),96737,190
This Means War (2012),93326,190
"Dark Knight Rises, The (2012)",91529,190
"Social Network, The (2010)",80463,190
Tucker & Dale vs Evil (2010),83134,190
Shutter Island (2010),74458,190
Where the Wild Things Are (2009),71745,190
Clash of the Titans (2010),76175,190
"Book of Eli, The (2010)",73321,190
Toy Story 3 (2010),78499,190
Space Cowboys (2000),3827,190
Mission: Impossible - Ghost Protocol (2011),91630,191
Skyfall (2012),96079,191
"Fighter, The (2010)",81932,191
"Expendables, The (2010)",79695,191
Alice in Wonderland (2010),74789,191
"Princess and the Frog, The (2009)",72737,191
Iron Man 2 (2010),77561,191
Avatar (2009),72998,191
"Serious Man, A (2009)",71464,191
Harold & Kumar Escape from Guantanamo Bay (2008),59022,191
"Mist, The (2007)",56145,191
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4896,192
Multiplicity (1996),719,192
Frida (2002),5791,192
Maleficent (2014),111659,192
Kung Fu Panda 2 (2011),87222,192
"Cabin in the Woods, The (2012)",93840,192
Into the Wild (2007),55247,192
Baby Mama (2008),59258,192
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",48394,192
"Inconvenient Truth, An (2006)",45950,192
Star Wars: Episode III - Revenge of the Sith (2005),33493,192
Snowpiercer (2013),107406,193
The Imitation Game (2014),116797,193
Rango (2011),84944,193
Stardust (2007),54259,193
X-Men: The Last Stand (2006),45499,193
Up in the Air (2009),72011,193
Adventureland (2009),67734,193
"One, The (2001)",4887,193
Shrek 2 (2004),8360,193
Father of the Bride (1991),6944,193
Chitty Chitty Bang Bang (1968),7247,193
50/50 (2011),89864,194
Pirates of the Caribbean: On Stranger Tides (2011),86880,194
No Strings Attached (2011),84374,194
Body of Lies (2008),62374,194
"I Love You, Man (2009)",67087,194
Marley & Me (2008),65230,194
He's Just Not That Into You (2009),66203,194
21 (2008),58803,194
"Fall, The (2006)",59387,194
30 Days of Night (2007),55282,194
Shoot 'Em Up (2007),54999,194
"Island, The (2005)",34319,195
Watchmen (2009),60684,195
Braveheart (1995),110,195
Sense and Sensibility (1995),17,195
Starsky & Hutch (2004),7325,195
"Rundown, The (2003)",6764,195
Father of the Bride (1991),6944,195
Fantastic Mr. Fox (2009),72226,195
Crash (2004),33166,195
Saw II (2005),39446,195
"Ring, The (2002)",5679,195
"Grand Budapest Hotel, The (2014)",109374,196
Sucker Punch (2011),85510,196
Shoot 'Em Up (2007),54999,196
No Man's Land (2001),4967,196
Clerks II (2006),45728,196
Hidalgo (2004),7324,196
Trainspotting (1996),778,196
X-Men Origins: Wolverine (2009),68319,196
Thor (2011),86332,196
Hairspray (2007),52975,196
Far from Heaven (2002),5812,196
Into the Wild (2007),55247,197
"Brothers McMullen, The (1995)",144,197
Money Train (1995),20,197
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",41566,197
Hitch (2005),31685,197
Wedding Crashers (2005),34162,197
"Punisher, The (2004)",7439,197
Twins (1988),4558,197
"Girl, Interrupted (1999)",3186,197
Little Shop of Horrors (1986),2746,197
Three Days of the Condor (3 Days of the Condor) (1975),2819,197
Zodiac (2007),51540,198
Underworld: Evolution (2006),42738,198
Moon (2009),68237,198
28 Weeks Later (2007),53000,198
Unbreakable (2000),3994,198
"I Love You, Man (2009)",67087,198
Bridget Jones: The Edge of Reason (2004),8969,198
Something's Gotta Give (2003),7149,198
Happy Gilmore (1996),104,198
Ace Ventura: When Nature Calls (1995),19,198
Monster's Ball (2001),5015,198
Happy Gilmore (1996),104,199
Sydney (Hard Eight) (1996),2952,199
"Patriot, The (2000)",3753,199
"Fountain, The (2006)",48043,199
"Holiday, The (2006)",49286,199
Memoirs of a Geisha (2005),41571,199
Serenity (2005),34405,199
War of the Worlds (2005),34048,199
Lord of War (2005),36529,199
"Animal, The (2001)",4340,199
Night at the Museum (2006),46972,199
Lord of War (2005),36529,200
"Evil Dead, The (1981)",4105,200
"Wedding Date, The (2005)",31433,200
Crash (2004),33166,200
"Punisher, The (2004)",7439,200
The Butterfly Effect (2004),7254,200
Mean Girls (2004),7451,200
Troy (2004),7458,200
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",46335,200
Serenity (2005),34405,200
Bad Santa (2003),6957,200
Sherlock Holmes: A Game of Shadows (2011),91542,201
Superman Returns (2006),46530,201
Wonder Boys (2000),3317,201
Monsters University (2013),103141,201
40 Days and 40 Nights (2002),5151,201
Along Came Polly (2004),7173,201
"A-Team, The (2010)",78469,201
Small Time Crooks (2000),3618,201
Hotel Transylvania (2012),97225,201
Evolution (2001),4343,201
"Piano, The (1993)",509,201
Déjà Vu (Deja Vu) (2006),49278,202
Robots (2005),32031,202
Pirates of the Caribbean: The Curse of the Black Pearl (2003),6539,202
Awakenings (1990),3105,202
